id,name,brand,year,price,seats,transmission,fuelType,image,description,features,engine,horsepower,torque,fuelConsumption,dimensions,weight
6556810,Audi TT 2.0 TFSI 2015,Audi,2015,979000000,4,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/454158/car/6556810/m_1764759087.599.jpg,Audi TT 2.0 mode 2016 Xe đẹp zin ko 1 lỗi nhỏ Máy số gầm bệ keo chỉ zin Xe zin từ A-Z Bây giờ kiếm 1 con xe máy zin nắp còn chua bung luon khó lắm nha. Xe đy chuẩn km 8 vạn Ko tai nạn và ko ngập nước Chính chủ cavet bán Coi xe tphcm quận bình thạnh,"Kết nối Bluetooth, Màn hình Android",Xăng 2.0 L,163,192 Nm,6.3L/100km,4600 x 1800 x 1450 mm,1444 kg
6575817,Audi Q5 2.0 AT 2010,Audi,2010,360000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/430588/car/6575817/m_1765786229.849.jpg,"Audi Q5 nhập Mỹ, sản xuất 2010 Tên cá nhân, biển Hà Nội Bản nhập Mỹ full option: Loa Bang & O, cửa nóc Panorama, vành 19, đề nổ, cốp điện Xe được chủ xe bảo dưỡng định kỳ và giữ gìn Đã bảo dưỡng, thay thế những hạng mục lớn Quý anh chị có nhu cầu vui lòng liên hệ hotline Trân trọng cảm ơn!","Lốp mới, Màn hình Android",Xăng 2.0 L,168,215 Nm,5.8L/100km,4600 x 1800 x 1450 mm,1361 kg
6560082,Audi A8 L V6 3.0 TFSI 2016,Audi,2016,1239000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/49587/car/6560082/m_1764928741.371.jpg,"AUDI A8L TFSI SUPERCHARGED Model 2017 – ĐẲNG CẤP DOANH NHÂN SX: 2016 – Màu Trắng nội thất Nâu sang trọng ⚙️ Động cơ: 3.0L Supercharged – 333HP – Hộp số 8 cấp Tiptronic – Dẫn động 4 bánh Quattro Option nổi bật: • Đèn pha LED Matrix thông minh • Ghế da cao cấp chỉnh điện, nhớ vị trí, massage • Cửa sổ ...","Camera 360, Cửa sổ trời, Cảm biến, Cruise Control, Ghế da",Xăng 3.0 L,263,318 Nm,10.1L/100km,4600 x 1800 x 1450 mm,1357 kg
6491170,Audi A6 45 TFSI 2020,Audi,2020,1290000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/686490/car/6491170/m_1761138588.724.jpg,"Audi A6 45 TFSI 2020 Odo 8,4 vạn km Đẹp xuất sắc Trang bị: Apple CarPlay, cảnh báo điểm mù, cảm biến áp suất lốp, PPF nội thất – chủ cũ nâng cấp gần 50 triệu. Giá bán Cam kết chất lượng – hồ sơ minh bạch – hỗ trợ bank 70%. AUTO16 – 68 Đinh Núp, Cầu Giấy, Hà Nội","Apple CarPlay, Lốp mới, Cảm biến, Dán phim cách nhiệt",Xăng 2.0 L,161,210 Nm,6.9L/100km,4600 x 1800 x 1450 mm,1440 kg
6557442,Audi Q5 2.0 AT 2017,Audi,2017,999000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/637237/car/6557442/m_1764813806.791.jpg,"Audi Q5 2.0 2017 model 2018 , trắng/nội thât nâu cực đẹp, nhập khẩu nguyên chiếc, odo 6,4v miles , bản sport cực nhiều options - Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc. - Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng. - Chế độ bảo hành hậu mãi, chăm sóc xe mi...","Lốp mới, Dán phim cách nhiệt",Xăng 2.0 L,180,226 Nm,9.2L/100km,4600 x 1800 x 1450 mm,1303 kg
6434954,Audi Q5 Sline 45 TFSI Quattro 2022,Audi,2022,1775000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/88419/car/6434954/m_1758353698.334.jpg,"Audi Q5 Sline sx 2022 1V3 Đến 2026 ⚙️ Tính năng hỗ trợ vận hành như: Hệ thống giải trí đa phương tiện MMI radio plus, điều khiển bằng giọng nói, kết nối iPod, AUX, USB và Bluetooth. Hệ thống âm thanh Bang & Olufsen 16 kênh với 19 loa cho công suất lên đến 755W. Điều hòa không khí tự động 3 vùng độc ...","Lốp mới, Dán phim cách nhiệt",Xăng 2.0 L,182,238 Nm,8.0L/100km,4600 x 1800 x 1450 mm,1566 kg
6449360,Audi A6 45 TFSI 2020,Audi,2020,1290000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/660653/car/6449360/m_1758853958.384.jpg,"Audi A6 2020 – Đỉnh cao công nghệ & đẳng cấp doanh nhân Nhập Team Nguyên Xe Mộc Audi A6 45 TFSI sản xuất 2020 xe chạy 8vạn4km xịn option miên man , Xe đã lên thêm 50tr : Cảm biến áp suất lốp , Apple carplay , Cảnh báo điểm mù, Ppf nội thất xịn... đẹp không lỗi nhỏ Hỗ trợ trả góp lên tới 70% giá trị ...","Apple CarPlay, Kết nối Bluetooth, Cảm biến, Màn hình Android",Xăng 2.0 L,181,230 Nm,6.5L/100km,4600 x 1800 x 1450 mm,1556 kg
6532844,Audi A6 2.0T 2013,Audi,2013,475000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/136411/car/6532844/m_1763445175.210.jpg,"#AUDI_A6 2014 #58k miles Màu trắng - nội thất nâu Audi A6 là một chiếc sedan đẹp, mạnh mẽ và sang trọng. Động cơ: Xăng 4 xi lanh 2.0L tăng áp (TFSI) công suất tối đa 180 mã lực đi kèm với cùng hộp số tự động 8 cấp Multitronic. Mức tiêu hao nhiên liệu của xe là 6,2 lít/100km. Option: thống lựa chọn c...","Dán phim cách nhiệt, Túi khí, Cảm biến, Màn hình Android",Xăng 2.0 L,169,222 Nm,8.9L/100km,4600 x 1800 x 1450 mm,1345 kg
6449937,Audi Q5 Sportback Sline 45 TFSI Quattro 2021,Audi,2021,1679000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/28524/car/6449937/m_1758871115.679.jpg,Màu xe cực độc đáo. Nội ngoại thất đều rất mới. Xe bao check test tại mọi nơi khách muốn vì xe không 1 lỗi nhỏ. Xem xe tại Khuất Duy Tiến,"Lốp mới, Kết nối Bluetooth",Xăng 2.0 L,188,240 Nm,6.4L/100km,4600 x 1800 x 1450 mm,1372 kg
6549011,Audi Q7 2.0 AT 2018,Audi,2018,1650000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/842740/car/6549011/m_1764332646.888.jpg,Xe Nữ 1 chủ mua mới . Xe đi kĩ . Ko trầy xước . Bao test hãng .,"Lốp mới, Màn hình Android",Xăng 2.0 L,162,193 Nm,8.2L/100km,4600 x 1800 x 1450 mm,1324 kg
6566945,Bentley Mulsanne Speed 2015,Bentley,2015,6600000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/468784/car/6566945/m_1765299277.363.jpg,"Bentley Mulsanne Speed sản xuất 2015 chạy 45.000km, màu Xanh ngọc lục bảo nội thất da 2 màu Chính chủ sử dụng","Kết nối Bluetooth, Dán phim cách nhiệt",Xăng 6.8 L,570,679 Nm,11.5L/100km,4600 x 1800 x 1450 mm,1516 kg
6541588,Bentley Flying Spur V8 2022,Bentley,2022,14399000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/838565/car/6541588/m_1763952337.233.jpg,"Bentley Flying Spur sản xuất 2022, lăn bánh 15.000km Bản Full đủ đồ: Logo nổi đầu xe, ghế quả trám họa tiết kim cương, hộp lạnh, nội thất ốp gỗ, mâm xoắn","Màn hình Android, Dán phim cách nhiệt",Xăng 4.0 L,350,430 Nm,12.6L/100km,4600 x 1800 x 1450 mm,1325 kg
6423822,Bentley Continental GT Speed 2009,Bentley,2009,1800000000,4,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/32208/car/6423822/m_1757468850.227.jpg,"Bentley Continental coupe Buil GT Speed model 2015, thương hiệu siêu xe siêu sang cao cấp thể thao 2 cửa. Động cơ W12 Twin tăng tốc ấn tượng 0-100 km/h ~4,9 giây. Nhập khẩu nguyên chiếc Anh Quốc, trải nghiệm lái tuyệt vời và sự sang trọng bậc nhất. Thông tin chi tiết vui lòng liên hệ !","Lốp mới, Dán phim cách nhiệt",Xăng 6.0 L,508,624 Nm,12.4L/100km,4600 x 1800 x 1450 mm,1450 kg
6497963,Bentley Flying Spur 6.0 V8 2006,Bentley,2006,1060000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/773662/car/6497963/m_1761540127.787.jpg,"Hàng Đáng Sưu Tầm Cho Các Bác Trải Nghiệm Bentley Flying Spur 2006 + Cam Kết Trực Tiếp Bằng Văn Bản 100% - 100% Xe Không Đâm Đụng, Không Ngập Nước - 100% Máy Số Nguyên Zin Từng Chi Tiết - Ngoại Nội Thất Chất, Mới Và Đẹp Đến Từng Chi Tiết - 100% Xe Mua Về Sẵn Dùng Sẵn Đi ( Có Nhận Trao Đổi Xe )","Lốp mới, Kết nối Bluetooth",Xăng 6.0 L,530,645 Nm,12.5L/100km,4600 x 1800 x 1450 mm,1396 kg
6491871,Bentley Flying Spur W12 S 2016,Bentley,2016,5999000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/95053/car/6491871/m_1761191193.347.jpg,Xe dân gửi bán có hỗ trợ bank Xe lên gói Mulliner đẹp và cự kì sang trọng Bao test toàn quốc,"Màn hình Android, Dán phim cách nhiệt",Xăng 6.0 L,516,632 Nm,12.6L/100km,4600 x 1800 x 1450 mm,1549 kg
6460546,Bentley Continental GT Speed 2013,Bentley,2013,3500000000,4,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/527847/car/6460546/m_1742368317.732.jpg,"Bentley Gt W12 sx 2013 2 cánh mui cứng 17,000 km ss trải nghiệm - Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc. - Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng. - Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe Liên hệ để biết thêm thông tin xe","Dán phim cách nhiệt, Màn hình Android",Xăng 6.0 L,529,627 Nm,13.6L/100km,4600 x 1800 x 1450 mm,1386 kg
6423940,Bentley Continental GT V8 2019,Bentley,2019,11900000000,4,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/162234/car/6423940/m_1757471104.227.jpg,"Bentley Continental GT V8 2019 – Phiên bản kỷ niệm 100 năm Động cơ: V8 4.0L Twin-Turbo, công suất ~542 mã lực Hộp số: Tự động 8 cấp, dẫn động 4 bánh toàn thời gian Tăng tốc: 0-100 km/h trong 4,0 giây, tốc độ tối đa 318 km/h Phiên bản kỷ niệm 100 năm: logo đặc biệt, chi tiết mạ vàng 18K, gói trang tr...","Lốp mới, Kết nối Bluetooth",Xăng 4.0 L,340,426 Nm,12.9L/100km,4600 x 1800 x 1450 mm,1532 kg
6363755,Bentley Mulsanne Speed 2014,Bentley,2014,7900000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/721093/car/6363755/m_1754040547.556.jpg,"Mulsanne 2014 5 vạn kilomet - Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc. - Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng. - Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe Liên hệ để biết thêm thông tin xe","Kết nối Bluetooth, Màn hình Android",Xăng 6.8 L,573,697 Nm,13.9L/100km,4600 x 1800 x 1450 mm,1565 kg
6553063,Bentley Continental GT 2004,Bentley,2004,1599000000,4,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/11688/car/6553063/m_1728980859.973.jpg,Hàng sưu tầm phục vụ ACE. Chạy phố hết bài luôn... Bentley Continental GTC 6.0L W12... Giá siêu yêu luôn nhé,"Kết nối Bluetooth, Dán phim cách nhiệt",Xăng 6.0 L,502,602 Nm,13.6L/100km,4600 x 1800 x 1450 mm,1489 kg
6520338,Bentley Continental GT Speed 2013,Bentley,2013,3399000000,4,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/49587/car/6520338/m_1762762332.596.jpg,"BENTLEY CONTINENTAL GT COUPE – ĐỈNH CAO QUÝ TỘC, SANG TRỌNG VƯỢT THỜI GIAN Bentley – Biểu tượng của quyền lực & đẳng cấp, nơi tinh hoa chế tác thủ công Anh Quốc hội tụ. Năm sản xuất: 2013 Odo cực ít: Chỉ 14.000 km – Xe gần như mới! Màu sắc: Trắng cát tinh tế – Nội thất da Nâu sang trọng Động cơ: W12...","Start/Stop, Lốp mới, Dán phim cách nhiệt",Xăng 6.0 L,513,605 Nm,13.7L/100km,4600 x 1800 x 1450 mm,1364 kg
6422508,Bentley Bentayga 4.0 V8 2020,Bentley,2020,10800000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/162234/car/6422508/m_1757391687.229.jpg,"BENTAYGA FIRST EDITION Model 2021 Bentayga mới có động cơ tăng áp kép V8 4.0L cho công suất 542 mã lực và mô-men xoắn cực đại 770Nm, kết hợp với hộp số tự động 8 cấp và hệ dẫn động AWD tiêu chuẩn. Nhờ đó, mẫu SUV nặng hơn 2,3 tấn này chỉ cần 4,4 giây để tăng tốc từ 0-100 km/h…","Lốp mới, Dán phim cách nhiệt",Xăng 4.0 L,355,440 Nm,11.0L/100km,4600 x 1800 x 1450 mm,1589 kg
6363500,Bentley Flying Spur V8 2022,Bentley,2022,14500000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/774472/car/6363500/m_1754041898.670.jpg,"Bentley flying spur 2022 odo 13.000km Bentley Flying Spur 2022 được trang bị nhiều tính năng cao cấp và công nghệ hiện đại. Nổi bật là động cơ V8 4.0L tăng áp kép, sản sinh công suất 550 mã lực và mô-men xoắn 770 Nm, kết hợp hộp số ly hợp kép 8 cấp và hệ dẫn động bốn bánh toàn thời gian. Xe có khả n...","Kết nối Bluetooth, Màn hình Android",Xăng 4.0 L,347,424 Nm,11.4L/100km,4600 x 1800 x 1450 mm,1325 kg
6483341,Bentley Flying Spur First Edition W12 2022,Bentley,2022,13200000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/295009/car/6483341/m_1760699237.181.jpg,Bán Benley Flying spur 2022 siêu lướt 9.000km hỗ trợ vay bank 70% ae có nhu cầu call,"Lốp mới, Kết nối Bluetooth",Xăng 6.0 L,510,622 Nm,13.9L/100km,4600 x 1800 x 1450 mm,1565 kg
6493710,Bentley Flying Spur Speed 2008,Bentley,2008,780000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/66391/car/6493710/m_1761283804.523.jpg,Bán benly Len full 2008 cực đẹp bao tâm huyết ngay chủ bán k qua trung gian,"Lốp mới, Kết nối Bluetooth",Xăng 6.0 L,528,639 Nm,13.7L/100km,4600 x 1800 x 1450 mm,1546 kg
6519654,Bentley Flying Spur V8 2015,Bentley,2015,4039000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/774104/car/6519654/m_1762742289.921.jpg,"Bentley Flying Spur 2015 – Sang trọng chuẩn Anh Quốc - Xe chạy chỉ 4vạn5 km, chất cực đẹp - Màu đen – nội thất kem sang trọng, đẳng cấp - Full option, máy êm, nội thất mới tinh – xe sang giá cực tốt trong phân khúc Xe xem tại SG Quận 7 , hỗ trợ sang tên nhanh gọn ! Liên hệ ngay để xem xe thực tế và ...","Lốp mới, Dán phim cách nhiệt",Xăng 4.0 L,355,425 Nm,10.7L/100km,4600 x 1800 x 1450 mm,1410 kg
6363855,Bentley Mulsanne Speed 2014,Bentley,2014,7900000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/542688/car/6363855/m_1754044218.338.jpg,"Bentley Mulsanne 6.8 V8 sản xuất 2014, chạy hơn 5 vạn km như mới! Cam kết về chất lượng, hỗ trợ sang tên, trả góp lãi suất thấp Liên hệ trực tiếp để biết thông tin chi tiết","Lốp mới, Kết nối Bluetooth",Xăng 6.8 L,575,703 Nm,12.9L/100km,4600 x 1800 x 1450 mm,1470 kg
6523076,Bentley Flying Spur V8 2021,Bentley,2021,13500000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/162234/car/6523076/m_1762916746.226.jpg,"Bentley Flying Spur 2021 V8 – Sedan siêu sang, tinh tế và mạnh mẽ. Động cơ: V8 4.0L Twin-Turbo, công suất ~542 mã lực Hộp số: Tự động 8 cấp, dẫn động 4 bánh AWD Tăng tốc: 0-100 km/h trong 4,1 giây, tốc độ tối đa 318 km/h Nội thất: Da cao cấp thủ công, màn hình giải trí 12.3 inch, âm thanh Bang & Olu...","Cửa sổ trời, Màn hình Android, Dán phim cách nhiệt",Xăng 4.0 L,334,406 Nm,11.9L/100km,4600 x 1800 x 1450 mm,1362 kg
6423870,Bentley Flying Spur V8 2021,Bentley,2021,13500000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/162234/car/6423870/m_1757469940.675.jpg,"Bentley Flying Spur 2021 V8 – Sedan siêu sang, tinh tế và mạnh mẽ. Động cơ: V8 4.0L Twin-Turbo, công suất ~542 mã lực Hộp số: Tự động 8 cấp, dẫn động 4 bánh AWD Tăng tốc: 0-100 km/h trong 4,1 giây, tốc độ tối đa 318 km/h Nội thất: Da cao cấp thủ công, màn hình giải trí 12.3 inch, âm thanh Bang & Olu...","Cửa sổ trời, Kết nối Bluetooth, Dán phim cách nhiệt",Xăng 4.0 L,358,427 Nm,10.2L/100km,4600 x 1800 x 1450 mm,1303 kg
6338893,Bentley Flying Spur First Edition W12 2021,Bentley,2021,13500000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/659081/car/6338893/m_1752723150.220.jpg,"Bentley Flying Spur sản xuất 2021 siêu lướt 1v km như mới… Option không thiếu gì Cam kết chất lượng, bao check test… Hỗ trợ vay tối đa Liên hệ xem xe thương lượng trực tiếp","Kết nối Bluetooth, Dán phim cách nhiệt",Xăng 6.0 L,502,620 Nm,11.9L/100km,4600 x 1800 x 1450 mm,1432 kg
6552393,Bentley Flying Spur W12 2013,Bentley,2013,3450000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/83866/car/6552393/m_1764560721.205.jpg,"Bentley Flying Spur W12 2013 Động cơ W12 tăng áp kép 6.0L, cho công suất 616 mã lực và mô-men xoắn cực đại 800 Nm, kết hợp với hộp số tự động 8 cấp và hệ dẫn động 4 bánh. Xe tăng tốc từ 0-100 km/h trong 4,6 giây và đạt tốc độ tối đa 320 km/h. Quý khách vui lòng liên hệ để có giá tốt nhất","Lốp mới, Dán phim cách nhiệt",Xăng 6.0 L,505,601 Nm,11.0L/100km,4600 x 1800 x 1450 mm,1589 kg
6558387,BMW X3 xDrive20i 2016,BMW,2016,659000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/826077/car/6558387/m_1764841987.963.jpg,"Một đời chủ, full bảo dưỡng hãng. Xe còn rất mới, đi được 95000km. Vô lăng M Sport. --- Động cơ 184hp. Lịch sử hãng đầy đủ, không đâm đụng, không tua km, không ngập nước. Nhận thu cũ đổi mới","Lốp mới, Màn hình Android",Xăng 2.0 L,161,188 Nm,5.7L/100km,4600 x 1800 x 1450 mm,1453 kg
6560819,BMW X3 xDrive20i 2017,BMW,2017,659000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/820724/car/6560819/m_1764988582.134.jpg,"BMW X3 xDrive20i Model 2017 Odo : 59.000 miles Bảo dưỡng full hãng, 1 chủ. Xe bao zin, chuẩn km, full lịch sử hãng. Không tai nạn, không ngập nước","Dán phim cách nhiệt, Màn hình Android",Xăng 2.0 L,176,208 Nm,7.9L/100km,4600 x 1800 x 1450 mm,1498 kg
6498934,BMW X5 xDrive40i xLine Plus 2021,BMW,2021,2889000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/468784/car/6498934/m_1761577541.536.jpg,"BMW X5 Xline Plus sản xuất 2021, bản cao cấp nhất, Full lịch sử hãng. Đã lên loa B&O nghe cực phê! ACE quan tâm alo em trực tiếp nhé ạ","Kết nối Bluetooth, Màn hình Android",Xăng 3.0 L,271,322 Nm,12.9L/100km,4700 x 1860 x 1700 mm,1854 kg
6544710,BMW 7 Series 730Li 2013,BMW,2013,885000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/75165/car/6544710/m_1764122408.741.jpg,"Phát Lộc Auto về siêu phẩm cực mới, chất và hiếm.Thị trường không có chiếc thứ 2 !!! BMW 730Li model 2014 đời chót.Odo 8v km zin theo xe . Bao check hãng và gara theo yêu cầu.Cam kết khung gầm máy móc nguyên bản 100% . -Option :mâm đa chấu 19inch,loa hifi,điều hoà 4 vùng độc lập,rèm điện. đã lên màn...","Lốp mới, Màn hình Android",Xăng 3.0 L,247,304 Nm,12.0L/100km,4600 x 1800 x 1450 mm,1599 kg
